,ID,Source,TMC,Severity,Start_Time,End_Time,Start_Lat,Start_Lng,End_Lat,End_Lng,Distance(mi),Description,Number,Street,Side,City,County,State,Zipcode,Country,Timezone,Airport_Code,Weather_Timestamp,Temperature(F),Wind_Chill(F),Humidity(%),Pressure(in),Visibility(mi),Wind_Direction,Wind_Speed(mph),Precipitation(in),Weather_Condition,Amenity,Bump,Crossing,Give_Way,Junction,No_Exit,Railway,Roundabout,Station,Stop,Traffic_Calming,Traffic_Signal,Turning_Loop,Sunrise_Sunset,Civil_Twilight,Nautical_Twilight,Astronomical_Twilight
914246,A-914338,MapQuest,201.0,2,2020-01-23 16:35:18,2020-01-23 17:20:07,36.084808,-86.728142,,,0.0,Accident on Paragon Mills Rd at US-31A Nolensville Pike.,599.0,Paragon Mills Rd,L,Nashville,Davidson,TN,37211-3711,US,US/Central,KBNA,2020-01-23 16:41:00,45.0,43.0,86.0,29.35,4.0,E,5.0,0.03,Light Rain,False,False,False,False,False,False,False,False,False,False,False,True,False,Day,Day,Day,Day
3629302,A-3636134,Bing,,1,2020-04-12 08:41:36,2020-04-12 08:56:36,38.37681,-122.20238,38.37681,-122.20238,0.0,At Wooden Valley Rd - Accident.,1001.0, Wooden Valley Rd,R,Napa,Napa,CA,94558-9616,US,US/Pacific,KAPC,2020-04-12 08:54:00,52.0,52.0,97.0,30.0,7.0,N,3.0,0.0,Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
1407333,A-1407436,MapQuest,201.0,2,2019-05-15 15:45:35,2019-05-15 18:00:04,38.770699,-90.238853,,,0.0,Right lane blocked due to accident on I-270 Eastbound at Exits 31A 31B MO-367 Lewis And Clark Blvd.,,I-270 W,R,Saint Louis,St. Louis County,MO,63136,US,US/Central,KSTL,2019-05-15 15:51:00,79.0,79.0,52.0,29.32,10.0,CALM,0.0,0.0,Partly Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
3035442,A-3036772,Bing,,2,2020-12-23 12:47:30,2020-12-24 04:56:09,25.940488000000002,-80.293993,25.939237,-80.29328100000001,0.09699999999999999,Stationary traffic on FL-823 - FL-860 from NW 186th St to NW 55th Ave due to accident.,18400.0, NW 57th Ave,L,Hialeah,Miami-Dade,FL,33015-6015,US,US/Eastern,KOPF,2020-12-23 12:53:00,76.0,76.0,52.0,30.13,10.0,E,17.0,0.0,Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
1260592,A-1260695,MapQuest,201.0,2,2019-07-08 10:59:50,2019-07-08 12:29:33,45.55912,-122.661491,,,0.0,Accident on OR-99E Martin Luther King Jr Blvd at Alberta St.,,NE Alberta St,R,Portland,Multnomah,OR,97211,US,US/Pacific,KPDX,2019-07-08 10:53:00,68.0,68.0,56.0,29.97,10.0,N,5.0,0.0,Mostly Cloudy,True,False,True,False,False,False,False,False,False,False,False,True,False,Day,Day,Day,Day
3742282,A-3749143,Bing,,2,2019-12-23 13:42:29,2019-12-23 17:42:29,46.14823,-123.91675,46.14823,-123.91675,0.0,At US-101-ALT/Fort Stevens Hwy 104 - Accident.,1623.0, Highway 101 S,L,Warrenton,Clatsop,OR,97146,US,US/Pacific,KAST,2019-12-23 13:55:00,46.0,44.0,86.0,29.98,10.0,NE,5.0,0.0,Fair,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
904374,A-904458,MapQuest-Bing,241.0,3,2020-01-18 12:25:03,2020-01-18 12:54:45,34.089108,-118.23755600000001,,,0.0,Lane blocked due to accident on I-5 Southbound at Exit 138 CA-2.,,Golden State Fwy S,R,Los Angeles,Los Angeles,CA,90031,US,US/Pacific,KCQT,2020-01-18 12:52:00,71.0,71.0,21.0,29.95,10.0,CALM,0.0,0.0,Partly Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
1378713,A-1378816,MapQuest,201.0,3,2019-06-27 18:06:54,2019-06-27 19:21:19,42.7589,-73.763191,,,0.0,Left and center lane blocked due to accident on I-87 Northbound at Exits 6 7 7-6 NY-7.,147.0,Sparrowbush Rd,R,Latham,Albany,NY,12110-1914,US,US/Eastern,KALB,2019-06-27 17:51:00,83.0,83.0,36.0,29.79,10.0,W,16.0,0.0,Mostly Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
1665102,A-1665210,MapQuest,201.0,3,2019-01-25 14:12:02,2019-01-25 15:12:02,47.345096999999996,-122.293121,,,0.0,Accident on I-5 Southbound at Exit 147 272nd St.,,I-5 S,R,Auburn,King,WA,98001,US,US/Pacific,KSEA,2019-01-25 13:53:00,48.9,,69.0,30.53,10.0,North,6.9,,Scattered Clouds,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
769860,A-769939,MapQuest,201.0,3,2020-05-11 11:07:19,2020-05-11 12:12:42,35.391388,-97.546677,,,0.0,Accident on I-240 Westbound at Exit 1C 74th St.,,I-240 E,R,Oklahoma City,Oklahoma,OK,73139,US,US/Central,KOKC,2020-05-11 10:52:00,53.0,53.0,64.0,28.92,10.0,E,12.0,0.0,Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
668721,A-668749,MapQuest,201.0,3,2020-10-29 18:25:58,2020-10-29 19:09:01,34.067902000000004,-118.02914399999999,,,0.0,#2 lane blocked due to accident on I-10 Eastbound at Exits 29A 29B Peck Rd.,,I-10 E,R,El Monte,Los Angeles,CA,91731,US,US/Pacific,KEMT,2020-10-29 18:53:00,72.0,72.0,48.0,29.85,10.0,S,3.0,0.0,Fair,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,Day,Day,Day
1161764,A-1161867,MapQuest-Bing,201.0,3,2019-10-01 08:22:18,2019-10-01 09:51:59,34.072247,-117.907326,,,0.0,Right hand shoulder blocked due to accident on I-10 Eastbound before Exit 36 CA-39 Azusa Ave.,,I-10 W,R,West Covina,Los Angeles,CA,91791,US,US/Pacific,KPOC,2019-10-01 08:47:00,61.0,61.0,55.0,28.83,10.0,VAR,6.0,,Fair,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
2984920,A-2985507,Bing,,2,2020-10-20 23:35:00,2020-10-21 01:13:17,35.392343,-118.98603100000001,35.392342,-118.985234,0.045,Incident on GOODMAN ST near HOUSE 809 Drive with caution.,799.0, Goodman St,R,Bakersfield,Kern,CA,93305-3025,US,US/Pacific,KBFL,2020-10-20 23:54:00,67.0,67.0,44.0,29.31,9.0,CALM,0.0,0.0,Fair,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,Night,Night,Night
1542943,A-1543050,MapQuest,201.0,2,2019-03-26 08:01:52,2019-03-26 09:00:00,39.786629,-84.170837,,,0.0,Accident on OH-202 Troy St near Stanley Ave.,2399.0,Stanley Ave,R,Dayton,Montgomery,OH,45404-1201,US,US/Eastern,KFFO,2019-03-26 07:56:00,25.2,16.5,67.0,30.41,10.0,North,8.1,,Clear,False,False,True,False,False,False,False,False,False,False,False,True,False,Day,Day,Day,Day
1340244,A-1340347,MapQuest,201.0,2,2019-06-06 07:26:14,2019-06-06 08:25:53,33.933231,-84.357727,,,0.0,Left hand shoulder blocked due to accident on GA-400 Northbound at Abernathy Rd.,,Abernathy Rd NE,R,Atlanta,Fulton,GA,30328,US,US/Eastern,KPDK,2019-06-06 07:53:00,71.0,71.0,81.0,28.89,10.0,WSW,3.0,0.0,Light Rain,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
3248346,A-3252678,Bing,,2,2020-10-25 16:09:04,2020-10-25 18:08:14,32.675709999999995,-96.85799,32.668079999999996,-96.86480999999999,0.66,Incident on MARVIN D LOVE SB near W RED BIRD LN Expect long delays.,,Marvin D Love Fwy S,R,Dallas,Dallas,TX,75237,US,US/Central,KRBD,2020-10-25 15:53:00,61.0,61.0,90.0,29.14,1.0,E,7.0,0.0,Fog,False,False,False,False,True,False,False,False,False,False,False,False,False,Day,Day,Day,Day
1571941,A-1572048,MapQuest,201.0,2,2019-02-06 08:16:46,2019-02-06 08:46:32,41.794781,-87.950638,,,0.0,Accident on Eastern Ave at Harris Ave.,71.0,Harris Ave,L,Clarendon Hills,DuPage,IL,60514-1405,US,US/Central,KMDW,2019-02-06 08:22:00,34.0,27.2,100.0,29.9,3.0,NNW,8.1,,Overcast,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
1665839,A-1665947,MapQuest,201.0,2,2019-01-26 08:04:49,2019-01-26 08:48:54,45.542542,-94.110237,,,2.78999996185,Accident on US-10 Westbound between 32nd St and MN-301 Minnesota Blvd.,1793.0,Highway 10 S,L,Saint Cloud,Sherburne,MN,56304-2349,US,US/Central,KSTC,2019-01-26 08:10:00,-4.0,-12.4,83.0,29.94,1.2,ESE,3.5,0.0,Light Snow,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
554126,A-554147,MapQuest,201.0,2,2020-11-26 07:36:21,2020-11-26 08:35:42,40.969864,-111.891861,,,0.0,Right hand shoulder blocked due to accident on I-15 Northbound after Exit 322 UT-227 200 W.,,I-15 N,R,Farmington,Davis,UT,84025,US,US/Mountain,KHIF,2020-11-26 07:58:00,28.0,28.0,77.0,25.33,10.0,NNW,3.0,0.0,Fair,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
1371100,A-1371203,MapQuest,201.0,3,2019-06-23 09:54:18,2019-06-23 11:53:41,42.972969,-83.765327,,,0.0,Accident on I-69 Westbound at Exit 131 M-121 Bristol Rd.,,W Bristol Rd,R,Flint,Genesee,MI,48507,US,US/Eastern,KFNT,2019-06-23 09:53:00,72.0,72.0,44.0,29.23,10.0,SSE,6.0,0.0,Fair,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
3362386,A-3368256,Bing,,2,2020-12-19 00:22:00,2020-12-19 02:31:56,33.927580999999996,-118.254295,33.927927000000004,-118.25429299999999,0.024,EB 105 JWO CENTRAL. VEH VS MC[Shared],11700.0, S Central Ave,R,Los Angeles,Los Angeles,CA,90059-2433,US,US/Pacific,KHHR,2020-12-19 00:53:00,49.0,49.0,66.0,30.18,10.0,CALM,0.0,0.0,Fair,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,Night,Night,Night
694510,A-694539,MapQuest,201.0,3,2020-07-17 20:41:20,2020-07-17 21:10:58,29.785053,-95.611641,,,0.0,Center lane closed due to accident on I-10 I-10 Westbound at Dairy Ashford Rd.,,I-10 W,R,Houston,Harris,TX,77079,US,US/Central,KSGR,2020-07-17 20:53:00,83.0,83.0,72.0,29.9,10.0,SSE,10.0,0.0,Fair,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,Day,Day,Day
1415459,A-1415564,MapQuest,201.0,4,2019-05-20 01:51:56,2019-05-20 04:26:19,42.281784,-85.376266,,,6.80999994278,Right lane blocked due to accident on I-94 Westbound between Exit 92 Climax And Battle Creek Rd and Exit 88 40th St.,,S 40th St,R,Climax,Kalamazoo,MI,49034,US,US/Eastern,KBTL,2019-05-20 01:53:00,57.0,57.0,77.0,28.77,10.0,W,13.0,0.0,Mostly Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,Night,Night,Night
993644,A-993738,MapQuest,241.0,2,2019-12-02 04:54:06,2019-12-02 06:23:48,37.36068,-120.84960900000002,,,0.0,Lane blocked due to recovery work and accident on CA-165 near CR-J18 River Rd. No recent updates.,4261.0,Lander Ave,L,Stevinson,Merced,CA,95374-9621,US,US/Pacific,KMER,2019-12-02 07:00:00,50.0,50.0,100.0,29.88,3.0,ESE,21.0,0.0,Light Rain / Windy,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,Night,Night,Night
3363469,A-3369357,Bing,,2,2020-12-23 20:58:42,2020-12-23 23:41:40,36.251463,-86.757384,36.253401000000004,-86.75767900000001,0.135,Incident on DICKERSON PIKE near MULBERRY DOWNS CIR Expect long delays.,,Mulberry Downs Cir,R,Nashville,Davidson,TN,37207,US,US/Central,KBNA,2020-12-23 20:53:00,52.0,52.0,74.0,29.2,6.0,S,22.0,0.07,Rain / Windy,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,Night,Night,Night
1482791,A-1482897,MapQuest,406.0,2,2019-04-20 17:00:29,2019-04-20 17:32:00,25.810141,-80.32254,,,0.28000000119199997,Entry ramp to FL-826 Southbound from Nw 36th St Westbound closed due to incident. Emergency vehicles at scene.,,NW 36th St,R,Miami,Miami-Dade,FL,33166,US,US/Eastern,KMIA,2019-04-20 16:53:00,81.0,81.0,39.0,29.94,10.0,WSW,12.0,0.0,Fair,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
3119307,A-3121806,Bing,,2,2020-12-31 13:24:00,2020-12-31 23:32:45,25.685198,-80.418289,25.686252,-80.416521,0.132,Slow traffic on FL-825 - FL-94 from SW 139th Ave to SW 86th St due to accident.,13720.0, SW 88th St,L,Miami,Miami-Dade,FL,33186-1302,US,US/Eastern,KTMB,2020-12-31 13:53:00,,,,30.06,10.0,ESE,18.0,0.0,Mostly Cloudy,False,False,True,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
3730670,A-3737524,Bing,,2,2020-02-24 15:33:52,2020-02-24 16:01:25,26.660940000000004,-81.79975,26.651670000000003,-81.7995,0.6409999999999999,At Luckett Rd/Exit 139 - Accident. Right lane blocked.,,I-75 S,R,Fort Myers,Lee,FL,33905,US,US/Eastern,KFMY,2020-02-24 15:53:00,78.0,78.0,52.0,29.96,10.0,SSW,14.0,0.0,Fair,False,False,False,False,True,False,False,False,False,False,False,False,False,Day,Day,Day,Day
3735630,A-3742491,Bing,,2,2020-02-28 12:03:00,2020-02-28 12:55:33,33.857124,-117.98131399999998,33.857124,-117.98131399999998,0.0,At CA-91/CA-91 Hov Ln/Artesia Fwy - Accident.,,I-5 S,R,Anaheim,Orange,CA,92801,US,US/Pacific,KFUL,2020-02-28 11:53:00,88.0,88.0,9.0,29.98,10.0,CALM,0.0,0.0,Mostly Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
3615141,A-3621968,Bing,,2,2020-04-06 08:57:08,2020-04-06 09:12:08,35.85328,-96.37652,35.85328,-96.37652,0.0,At McDonald Dr - Accident. Hard shoulder blocked.,,I-44 W,R,Bristow,Creek,OK,74010,US,US/Central,KCUH,2020-04-06 08:55:00,59.0,59.0,92.0,29.01,10.0,S,8.0,0.0,Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
1385470,A-1385573,MapQuest,201.0,2,2019-05-31 10:24:45,2019-05-31 10:54:36,30.189051,-97.582832,,,0.0,Accident on TX-71 Eastbound at Navarro Creek Rd.,4832.0,Highway 71 E,R,Del Valle,Travis,TX,78617-3217,US,US/Central,KAUS,2019-05-31 10:53:00,82.0,82.0,69.0,29.46,10.0,VAR,3.0,0.0,Mostly Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
673780,A-673809,MapQuest,201.0,2,2020-09-01 13:37:05,2020-09-01 15:19:30,32.28648,-110.97820300000001,,,0.0,Accident on AZ-77 Oracle Rd at Wetmore Rd.,,W Wetmore Rd,R,Tucson,Pima,AZ,85705,US,US/Mountain,KDMA,2020-09-01 13:58:00,91.0,91.0,32.0,27.15,10.0,W,13.0,0.0,Fair,False,False,True,False,False,False,False,False,False,False,False,True,False,Day,Day,Day,Day
3161462,A-3164555,Bing,,2,2020-12-23 01:20:00,2020-12-23 03:40:55,34.008016999999995,-118.157669,34.010166999999996,-118.15975900000001,0.191,NB JNO. SOLO VEH TC -,,I-5 N,R,Los Angeles,Los Angeles,CA,90040,US,US/Pacific,KCQT,2020-12-23 00:52:00,55.0,55.0,80.0,29.91,6.0,CALM,0.0,0.0,Haze,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,Night,Night,Night
3775827,A-3782688,Bing,,2,2019-12-18 11:52:48,2019-12-18 15:52:48,45.605090000000004,-118.64975,45.605090000000004,-118.64975,0.0,At Poverty Flat Rd/Exit 224 - Accident.,,I-84 E,R,Pendleton,Umatilla,OR,97801,US,US/Pacific,KPDT,2019-12-18 11:53:00,27.0,27.0,89.0,28.38,1.0,CALM,0.0,0.0,Fog,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
576205,A-576231,MapQuest,201.0,2,2020-11-11 15:52:48,2020-11-11 16:22:29,33.744389,-117.279648,,,0.0,Lane blocked due to accident on CA-74 Eastbound at Spring St.,,Hayes Farm Rd,R,Perris,Riverside,CA,92570,US,US/Pacific,KRIV,2020-11-11 15:58:00,65.0,65.0,22.0,28.33,10.0,NNW,7.0,0.0,Fair,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
1316168,A-1316271,MapQuest,241.0,3,2019-08-08 10:02:00,2019-08-08 11:46:32,28.55374,-81.28595,,,0.0,Lane blocked due to accident on FL-551 Goldenrod Rd at Valencia College Ln.,706.0,N Goldenrod Rd,L,Orlando,Orange,FL,32807-6204,US,US/Eastern,KORL,2019-08-08 09:53:00,85.0,85.0,74.0,29.89,10.0,SW,8.0,0.0,Fair,False,False,True,False,False,False,False,False,False,False,False,True,False,Day,Day,Day,Day
3811001,A-3817862,Bing,,2,2019-10-24 16:41:00,2019-10-24 22:20:16,34.068690000000004,-117.37368000000001,34.068690000000004,-117.37368000000001,0.0,At Riverside Ave/Exit 68 - Accident.,,I-10 W,R,Bloomington,San Bernardino,CA,92316,US,US/Pacific,KRAL,2019-10-24 16:53:00,88.0,88.0,5.0,29.12,10.0,N,12.0,0.0,Fair,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
3259146,A-3263629,Bing,,2,2020-10-22 23:04:00,2020-10-23 00:43:21,34.092143,-117.301704,34.104191,-117.301796,0.8320000000000001,Incident on I-215 NB near INLAND CENTER DR Expect delays.,,W Mill St,R,San Bernardino,San Bernardino,CA,92410,US,US/Pacific,KSBD,2020-10-22 23:00:00,63.0,63.0,73.0,28.71,10.0,W,3.0,0.0,Mostly Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,Night,Night,Night
3433087,A-3439844,Bing,,2,2020-09-15 20:57:00,2020-09-16 01:01:26,34.492121999999995,-118.283786,34.488574,-118.28673500000001,0.297,Incident on CA-14 SB near ESCONDIDO CANYON RD Expect delays.,,Escondido Canyon Rd,R,Acton,Los Angeles,CA,93510,US,US/Pacific,KPMD,2020-09-15 20:53:00,74.0,74.0,21.0,27.42,6.0,W,6.0,0.0,Haze,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,Night,Night,Night
819756,A-819835,MapQuest,241.0,2,2020-03-06 15:54:17,2020-03-06 17:09:24,40.495342,-79.9095,,,0.0,Lane blocked due to accident on PA-28 Southbound at Exit 6 Highland Park Brg.,,PA-28 N,R,Pittsburgh,Allegheny,PA,15215,US,US/Eastern,KAGC,2020-03-06 15:53:00,40.0,33.0,73.0,28.59,10.0,NW,10.0,0.0,Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
3168775,A-3171977,Bing,,2,2020-12-22 17:50:00,2020-12-22 21:11:48,37.64839,-120.49223700000002,37.647224,-120.492378,0.081,BET 59. VEH DOWN EMBANKMENT,27700.0, Yosemite Blvd,R,La Grange,Stanislaus,CA,95329,US,US/Pacific,KMER,2020-12-22 17:45:00,46.0,46.0,100.0,29.98,2.0,CALM,0.0,0.0,Fog,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,Night,Night,Day
1183329,A-1183432,MapQuest,201.0,2,2019-09-25 08:27:04,2019-09-25 09:43:33,30.24884,-92.012817,,,0.0,Accident on Evangeline Thwy at Castille Ave.,184.0,Castille Ave,R,Lafayette,Lafayette,LA,70501-2918,US,US/Central,KLFT,2019-09-25 08:53:00,77.0,77.0,82.0,29.92,10.0,CALM,0.0,0.0,Fair,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
3638441,A-3645276,Bing,,2,2020-04-16 15:44:00,2020-04-16 17:55:24,37.041858000000005,-119.500654,37.041858000000005,-119.500654,0.0,At Auberry Rd (West) - Accident.,30800.0, State Highway 168,R,Prather,Fresno,CA,93651,US,US/Pacific,KFAT,2020-04-16 15:53:00,82.0,82.0,24.0,29.45,10.0,VAR,3.0,0.0,Mostly Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
1398897,A-1399000,MapQuest,201.0,2,2019-05-10 09:52:10,2019-05-10 10:51:53,34.05323,-81.15715,,,0.0,Accident on Leisure Ln at Piney Grove Rd.,126.0,Piney Grove Rd,R,Columbia,Lexington,SC,29210-4158,US,US/Eastern,KCAE,2019-05-10 09:56:00,70.0,70.0,78.0,29.86,9.0,SE,3.0,0.0,Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
1456455,A-1456560,MapQuest,201.0,2,2019-04-06 19:57:35,2019-04-06 22:12:58,35.830421,-119.259529,,,0.0,Accident on CA-99 Northbound after Exit 61 Avenue 24. On the median.,,CA-99 N,R,Delano,Tulare,CA,93215,US,US/Pacific,KPTV,2019-04-06 19:56:00,64.0,64.0,58.0,29.65,10.0,W,3.0,0.0,Fair,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,Night,Day,Day
1134280,A-1134383,MapQuest,201.0,3,2019-11-19 02:32:03,2019-11-19 03:16:49,41.636627000000004,-88.01232900000001,,,0.0,Right lane blocked due to accident on I-355 Southbound at IL-171 Archer Ave.,,I-355 S,R,Lemont,Will,IL,60439,US,US/Central,KLOT,2019-11-19 02:35:00,33.0,33.0,91.0,29.01,7.0,E,3.0,0.0,Mostly Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,Night,Night,Night
1560861,A-1560968,MapQuest,201.0,2,2019-01-31 14:40:31,2019-01-31 15:10:19,33.957382,-117.860626,,,0.0,HOV lane blocked due to accident on CA-57 Southbound at Exit 13 Brea Canyon Rd.,4515.0,S Brea Canyon Rd,L,Rowland Heights,Los Angeles,CA,91748,US,US/Pacific,KFUL,2019-01-31 14:53:00,59.0,,83.0,29.91,10.0,East,9.2,0.08,Mostly Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
1384071,A-1384174,MapQuest,201.0,3,2019-06-30 10:50:54,2019-06-30 12:35:22,34.0686,-118.151176,,,0.0,#1 lane blocked due to accident on I-10 Westbound at Exit 22 Hellman Ave.,,S Fremont Ave,R,Alhambra,Los Angeles,CA,91803,US,US/Pacific,KCQT,2019-06-30 10:52:00,84.0,84.0,41.0,29.79,10.0,VAR,3.0,0.0,Fair,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
3003275,A-3004129,Bing,,2,2020-10-26 05:25:00,2020-10-26 07:01:41,39.947565000000004,-76.713685,39.948362,-76.711922,0.10800000000000001,Incident on RATHTON RD near QUEEN ST Expect long delays.,1226.0, Arlington Rd,R,York,York,PA,17403-3807,US,US/Eastern,KTHV,2020-10-26 05:28:00,45.0,45.0,90.0,29.65,3.0,N,3.0,0.0,Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,Night,Night,Night
1103065,A-1103168,MapQuest,201.0,2,2019-11-05 05:52:02,2019-11-05 07:20:29,40.660647999999995,-89.34819,,,0.0,Accident on Cooper Rd Eastbound at CR-6 Dee-Mack Rd.,30997.0,Cooper Rd,R,Washington,Tazewell,IL,61571-9592,US,US/Central,KPIA,2019-11-05 05:54:00,33.0,29.0,82.0,29.56,10.0,W,5.0,0.0,Partly Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,Night,Day,Day
1037313,A-1037409,MapQuest,343.0,3,2019-12-23 04:05:40,2019-12-23 05:19:31,33.506302000000005,-84.23162099999999,,,5.3699998855599995,Delays easing due to earlier accident on I-75 Southbound between Exit 227 I-675 and Exit 224 Hudson Bridge Rd. All lanes have been re-opened.,,GA-401 S,R,Stockbridge,Henry,GA,30281,US,US/Eastern,KATL,2019-12-23 03:52:00,48.0,41.0,89.0,28.8,3.0,ENE,21.0,0.03,Light Rain / Windy,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,Night,Night,Night
1186008,A-1186111,MapQuest,201.0,2,2019-09-26 16:35:50,2019-09-26 17:50:37,33.538639,-112.09964,,,0.0,Accident on 19th Ave at Glendale Ave.,,W Glendale Ave,R,Phoenix,Maricopa,AZ,85021,US,US/Mountain,KDVT,2019-09-26 16:53:00,85.0,85.0,41.0,28.24,10.0,SW,7.0,0.0,Partly Cloudy,False,False,True,False,False,False,True,False,False,False,False,True,False,Day,Day,Day,Day
1238955,A-1239058,MapQuest,201.0,2,2019-08-27 13:29:37,2019-08-27 13:59:25,35.7784,-78.643463,,,0.0,Accident on Hargett St at US-401 Dawson St.,201.0,S Dawson St,L,Raleigh,Wake,NC,27601-1305,US,US/Eastern,KRDU,2019-08-27 13:51:00,79.0,79.0,66.0,29.53,10.0,S,5.0,0.0,Mostly Cloudy,True,False,True,False,False,False,False,False,True,False,False,True,False,Day,Day,Day,Day
